symbol,name,currency,summary,category_group,category,family,exchange
VCSH,Vanguard Short-Term Corporate Bond Index Fund ETF Shares,USD,"The investment seeks to track the performance of a market-weighted corporate bond index with a short-term dollar-weighted average maturity.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays U.S. 1-5 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by industrial, utility, and financial companies, with maturities between 1 and 5 years. Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in bonds included in the index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,NGM
VCSH.MX,Vanguard Short-Term Corporate Bond Index Fund ETF Shares,MXN,"The investment seeks to track the performance of a market-weighted corporate bond index with a short-term dollar-weighted average maturity.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays U.S. 1-5 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by industrial, utility, and financial companies, with maturities between 1 and 5 years. Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in bonds included in the index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,MEX
VDBA.AX,Vanguard Diversified Balanced Index ETF,AUD,"The ETF provides low-cost access to a range of sector funds, offering broad diversifiecation across multiple asset classes. The Balanced ETF is designed for investors seeking a balance between income and capital growth. The ETF targets a 50% allocation to income asset classes and a 50% allocation to growth asset classes.",Fixed Income,Blend,Vanguard Asset Management,ASX
VDC,Vanguard Consumer Staples Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Consumer Staples 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the consumer staples sector, as classified under the Global Industry Classification Standard. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",Consumer Staples,Value,Vanguard Asset Management,PCX
VDC.MX,Vanguard Consumer Staples Index Fund ETF Shares,MXN,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Consumer Staples 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the consumer staples sector, as classified under the Global Industry Classification Standard. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",Consumer Staples,Value,Vanguard Asset Management,MEX
VDCA.L,Vanguard USD Corporate 1-3 Year Bond UCITS ETF USD Accuimulation,USD,"This Fund seeks to track the performance of the Index. In seeking to achieve its investment objective, the Fund aims to provide a return (comprising both income and capital appreciation) which, before application of fees and expenses, is similar to the return of the Index. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,LSE
VDCA.MI,Vanguard Funds Public Limited Company - Vanguard USD Corporate 1-3 Year Bond UCITS ETF,EUR,"The Vanguard USD Corporate 1-3 Year Bond UCITS ETF seeks to track the performance of a USD-denominated corporate bond index with a maturity range of 1-3 years. It provides investors with exposure to short-term investment-grade corporate bonds, offering a balance between yield and credit risk. Vanguard Funds Public Limited Company manages the fund with the objective of delivering a diversified portfolio of short-term corporate bonds.",Fixed Income,Corporate Bonds,Vanguard Asset Management,MIL
VDCAN.MX,Vanguard Funds Public Limited Company - Vanguard USD Corporate 1-3 Year Bond UCITS ETF,MXN,"The Vanguard USD Corporate 1-3 Year Bond UCITS ETF seeks to track the performance of a USD-denominated corporate bond index with a maturity range of 1-3 years. It provides investors with exposure to short-term investment-grade corporate bonds, offering a balance between yield and credit risk. Vanguard Funds Public Limited Company manages the fund with the objective of delivering a diversified portfolio of short-term corporate bonds.",Fixed Income,Corporate Bonds,Vanguard Asset Management,MEX
VDCE.DE,Vanguard USD Corporate Bond UCITS ETF EUR Hedged Accumulation,EUR,"This Fund seeks to track the performance of the Index. In seeking to achieve its investment objective, the Fund aims to provide a return (comprising both income and capital appreciation) which, before application of fees and expenses, is similar to the return of the Index. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index. The Index is a widely recognised benchmark designed to reflect the total universe of publically-traded, fixedcoupon, US Dollar-denominated investment grade corporate bonds with maturities greater than one year and which have a minimum issue size of US$250 million.",Fixed Income,Corporate Bonds,Vanguard Asset Management,GER
VDCE.DU,VAN.USD CORP.BD HGDEOA,EUR,"VAN.USD CORP.BD HGDEOA is an ETF investing in USD-denominated corporate bonds, hedged to a specific currency, EUR. ""HGD"" typically indicates a hedged strategy, and ""EOA"" could denote a specific Euro hedging methodology. This fund is a Vanguard product, designed to mitigate currency risk for Euro-based investors seeking exposure to USD corporate bonds.",Fixed Income,Corporate Bonds,,DUS
VDCE.F,Vanguard Funds Public Limited Company - Vanguard USD Corporate Bond UCITS ETF,EUR,"The Vanguard USD Corporate Bond UCITS ETF seeks to track the performance of a USD-denominated corporate bond index. The fund invests in investment-grade corporate bonds, providing investors with exposure to the US corporate debt market. Vanguard Funds Public Limited Company manages the ETF aiming to provide a low-cost and diversified way to access this market segment.",Fixed Income,Corporate Bonds,Vanguard Asset Management,FRA
VDCE.MU,VAN.USD CORP.BD HGDEOA,EUR,"VAN.USD CORP.BD HGDEOA is an ETF investing in USD-denominated corporate bonds, hedged to a specific currency, EUR. ""HGD"" typically indicates a hedged strategy, and ""EOA"" could denote a specific Euro hedging methodology. This fund is a Vanguard product, designed to mitigate currency risk for Euro-based investors seeking exposure to USD corporate bonds.",Fixed Income,Corporate Bonds,,MUN
VDCO.AX,Vanguard Diversified Conservative Index ETF,AUD,"The ETF provides low-cost access to a range of sector funds, offering broad diversification across multiple asset classes. The Conservative ETF is biased towards income assets, and is designed for investors with a low tolerance for risk. The ETF targets a 70% allocation to income asset classes and a 30% allocation to growth asset classes.",Fixed Income,Blend,Vanguard Asset Management,ASX
